WORKFLOW TYPE,WORKFLOW ID,CORRELATION_ID,CREATED ON,MODIFIED ON,SUBWORKFLOWS,MOST RECENT SUBWORKFLOW TYPE,SUBWORKFLOW,CREATED ON,DEPENDS ON TASK TYPE,DEPENDS ON TASK ID
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,001b063b-5b2a-4bff-acb4-962767f96087,46314,2/12/2021 16:57,2/15/2021 2:27,2,SSO_RPM_CHECKS_WF,33da84a7-6f12-4788-8f92-c2c458ef732e,2/15/2021 2:27,SSO_RPM_GET_VALID_CODE_VALUE_TASK,25ae9d85-c254-4292-a32e-7e094e4bdca9
 , , , , ,All subworkflows:,SSO_RPM_CHECKS_WF,33da84a7-6f12-4788-8f92-c2c458ef732e
 , , , , , ,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,27330fe5-4214-4898-942b-26e90bd30794
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,00646730-8869-4dc5-b9af-5e20b6b48f00,410,2/12/2021 9:43,2/12/2021 9:51,1,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,13a24580-f66c-481d-93df-f34506d1e1a5,2/12/2021 9:51,WAIT,4a27bd27-e958-46b9-aad4-1b2d24977d10
 , , , , ,All subworkflows:,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,13a24580-f66c-481d-93df-f34506d1e1a5
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,00660a03-5d73-4efb-952f-1248f17a6203,46097,2/12/2021 16:56,2/15/2021 2:11,2,SSO_RPM_CHECKS_WF,44d896d3-8e15-40a8-81f2-4fb31b216488,2/15/2021 2:11,SSO_RPM_GET_VALID_CODE_VALUE_TASK,4fb04340-c5a2-45d2-b23c-fb762699d81c
 , , , , ,All subworkflows:,SSO_RPM_CHECKS_WF,44d896d3-8e15-40a8-81f2-4fb31b216488
 , , , , , ,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,4bb9bbb2-961f-4a7f-8b86-fe9b3c1cff1b
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,009f8fe4-169b-428e-a2bb-907b85bbee2c,46223,2/12/2021 16:56,2/15/2021 2:21,2,SSO_RPM_CHECKS_WF,e226b3da-49fb-48df-a743-6f71a16c734c,2/15/2021 2:21,SSO_RPM_GET_VALID_CODE_VALUE_TASK,d2e0be4f-1036-4259-92e8-55a27b0784df
 , , , , ,All subworkflows:,SSO_RPM_CHECKS_WF,e226b3da-49fb-48df-a743-6f71a16c734c
 , , , , , ,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,b4053e39-a882-4864-bdd9-ce7fa836af9d
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,00bce619-0286-4e8b-bfb6-cc9877d3799e,383,2/12/2021 9:43,2/12/2021 9:48,1,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,32791d09-c17f-43c9-84db-44c0ee57ce5e,2/12/2021 9:48,JOIN,142ed73e-1757-4935-8d76-dedbe9d863ea
 , , , , ,All subworkflows:,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,32791d09-c17f-43c9-84db-44c0ee57ce5e
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,00dc161d-8b7d-481c-a1e8-c893fea9fc81,46357,2/12/2021 16:57,2/15/2021 2:30,2,SSO_RPM_CHECKS_WF,b4c32ae6-ac5a-4a80-ab0b-982b0808ec83,2/15/2021 2:30,SSO_RPM_GET_VALID_CODE_VALUE_TASK,db5bcced-ef6b-4897-9a5b-e319ed271935
 , , , , ,All subworkflows:,SSO_RPM_CHECKS_WF,b4c32ae6-ac5a-4a80-ab0b-982b0808ec83
 , , , , , ,SSO_RPM_MEDICAL_RECORD_REQUEST_RACE_WF,9d190970-2751-48c6-88fd-8e84634d2ff6
SSO_RPM_MEDICAL_RECORD_REQUEST_WF,00eec301-c97a-4012-bccf-889093399f58,45837,2/12/2021 16:54,2/15/2021 1:49,2,SSO_RPM_CHECKS_WF,56c21299-8632-41dd-81cd-0d9904c8b585,2/15/2021 1:49,SSO_RPM_GET_VALID_CODE_VALUE_TASK,e1ab34dc-2f2b-4f2f-8a23-2de6f2f56484
 , , , , ,All subworkflows:,SSO_RPM_CHECKS_WF,56c21299-8632-41dd-81cd-0d9904c8b585
